loss,margin,positive_reward,negative_reward,deterministic_return,stochastic_return
0.0,0.0,0.0,0.0,18.06676664349785,11.580626570454717
38987.71484375,4196.571872537956,-186.42409473098814,-4382.995967268944,424.89102074506326,313.5425208415359
28134.537109375,5007.505124177784,221.94798335060477,-4785.557140827179,681.3027223387251,113.61836835293327
24408.6875,5443.542819194496,401.16933577507734,-5042.373483419418,698.9288763349365,441.9107984155713
21677.619140625,5767.208819851279,537.5105635970831,-5229.698256254196,645.0376353868418,168.871154293512
19883.697265625,6119.043594062328,624.9583713412285,-5494.0852227211,1019.8567974710675,465.5189517664259
18314.978515625,6320.326088130474,696.7810527682304,-5623.545035362244,688.3553503531872,465.1037009012621
17424.47265625,6454.504996210337,739.9116593897343,-5714.593336820602,946.705953797206,671.3870962799235
16347.732421875,6541.201960474253,787.3618046343327,-5753.84015583992,1130.2194854381664,329.3659648545866
15461.40234375,6777.332970798016,829.6751529574394,-5947.657817840576,832.8532258331239,554.5938249687707
14796.3603515625,6846.49129140377,863.9235879182816,-5982.567703485489,795.5620793055696,466.2414051443484
14122.0849609375,7035.089456945658,898.2579425871372,-6136.8315143585205,741.5380671936985,690.4024723567375
13561.69921875,7054.876591622829,929.2252172827721,-6125.651374340057,811.9699810530695,841.6669285919982
12961.533203125,7167.874366521835,956.0371882915497,-6211.837178230286,745.4381275608087,560.9271445486461
12557.34765625,7222.050088584423,981.6739694476128,-6240.37611913681,729.3245948639648,417.31266227962834
12106.68359375,7352.795810997486,996.9190371632576,-6355.8767738342285,462.12311407613225,276.28011567432094
11634.2431640625,7439.187980055809,1024.3388541936874,-6414.849125862122,607.770036629815,269.3625682931926
11510.2607421875,7476.63989508152,1032.0922189950943,-6444.547676086426,735.8424227419112,520.244219380484
11065.7763671875,7568.643449544907,1060.2261164188385,-6508.417333126068,1086.1352659657866,507.8808650787249
10593.724609375,7699.407254874706,1083.7435280680656,-6615.663726806641,706.0607766787913,434.194655385393
10427.0869140625,7699.877472817898,1097.8171753287315,-6602.060297489166,563.5362592919839,556.1903746006809
10205.6591796875,7765.668411552906,1102.3005831837654,-6663.367828369141,643.7109227903312,414.5894525292673
9919.03125,7909.482571661472,1129.919699728489,-6779.562871932983,1063.2784697013649,859.3866496270323
9616.0888671875,7949.84458732605,1139.3729357719421,-6810.471651554108,1079.4260158553743,431.26482843508745
9439.5703125,7967.437811732292,1152.2827333211899,-6815.155078411102,1213.4279584704668,661.6008158371588
9235.640625,8005.732501029968,1169.5346159934998,-6836.1978850364685,698.6929689330734,435.3460766742827
9076.232421875,8075.635826647282,1169.6890664696693,-6905.946760177612,1514.2316857415778,798.760860696877
8908.4345703125,8104.487350821495,1173.7173255681992,-6930.770025253296,735.2968887868503,392.0501037005955
8654.5341796875,8203.449593484402,1199.4259027838707,-7004.023690700531,1489.7083748157877,486.07676629326534
8517.5673828125,8262.06937545538,1204.1566328406334,-7057.912742614746,2754.3294414753063,526.0250735971141
8256.7216796875,8291.379771530628,1218.5636666417122,-7072.816104888916,1109.0205558542618,731.0003022584926
8280.4609375,8271.286202192307,1218.9876568317413,-7052.298545360565,705.0313247895083,417.66744212290985
7996.07763671875,8368.92437595129,1239.8708824515343,-7129.053493499756,2904.819516441381,743.1081298264425
7799.2275390625,8409.03334569931,1250.8223180770874,-7158.211027622223,952.9366014135012,625.6203896989821
7653.0830078125,8478.899884402752,1257.1882192492485,-7221.711665153503,658.144100867155,315.7722207980268
7595.56103515625,8501.023026823997,1260.7274578809738,-7240.295568943024,1122.1484958502183,892.5036864351725
7375.80908203125,8581.443175911903,1273.7065821886063,-7307.736593723297,448.13270629145427,206.02589133141592
7187.21435546875,8603.704946815968,1285.0497458577156,-7318.655200958252,850.5863758691376,443.2538190669851
7133.9462890625,8662.976167082787,1288.9724949598312,-7374.003672122955,451.52668850434503,404.7209146472557
7048.14501953125,8713.918346762657,1294.1730221509933,-7419.745324611664,1243.8234311930987,492.2927809816489
6991.7802734375,8652.482666254044,1293.5634081363678,-7358.919258117676,473.9072644889737,519.5207166287715
6919.42041015625,8835.04097521305,1312.83693754673,-7522.204037666321,561.0361868361894,484.53358204422193
6670.27392578125,8814.300447583199,1321.8312236070633,-7492.469223976135,3018.416374194303,308.2908570560729
6707.15869140625,8845.291311979294,1318.7302882671356,-7526.561023712158,707.3297102016593,659.4978314820205
6433.25,8939.847293019295,1334.8978515863419,-7604.949441432953,775.8019528745768,701.197374641896
6420.7548828125,8934.835725963116,1338.1223794817924,-7596.713346481323,998.1566441685034,617.9800326890651
6310.0341796875,8946.546900212765,1336.4922727942467,-7610.054627418518,1298.44409144389,859.3014634803376
6254.14013671875,9034.47051513195,1349.0471729040146,-7685.423342227936,430.58294255929604,394.3863771936661
6160.705078125,8948.928134024143,1357.216641485691,-7591.711492538452,429.4625446107445,270.58188621120274
5979.1826171875,9001.793121933937,1358.3043471574783,-7643.488774776459,644.8880055523193,552.6554395213213
6012.54248046875,8961.87761247158,1371.5378431081772,-7590.339769363403,551.2859659264188,460.87698597697164
5858.82373046875,9077.122203528881,1375.179907977581,-7701.9422955513,577.4530254190515,539.4562911095825
5751.43408203125,9141.232714474201,1378.0440581440926,-7763.188656330109,422.08286820867306,396.8479267292796
5620.60400390625,9223.491979897022,1386.8088205456734,-7836.683159351349,469.6068648857671,321.61031686819234
5626.572265625,9234.326241672039,1394.742781341076,-7839.583460330963,431.37410526008955,560.8270372650685
5598.861328125,9160.377198457718,1395.35595536232,-7765.021243095398,1009.4304380643216,595.3780830751014
5535.63232421875,9255.440461039543,1397.0106261968613,-7858.429834842682,428.6752847067786,375.9172986270415
5284.4248046875,9401.938873291016,1413.140263080597,-7988.798610210419,437.69611104570083,411.1097408607584
5299.60400390625,9311.438783168793,1416.7032752037048,-7894.735507965088,426.8383502254621,454.96504813210856
5242.2705078125,9348.624583125114,1414.017979979515,-7934.606603145599,3129.695924280068,586.107057553121
5141.9521484375,9395.562768816948,1424.9857219457626,-7970.577046871185,930.3866660870906,507.8731481982494
5069.91015625,9404.381713569164,1431.8999139666557,-7972.4817996025085,429.5652706615034,392.2600228726248
5139.8828125,9331.310427188873,1416.916808128357,-7914.393619060516,1152.3429674360927,586.3224152736545
4885.033203125,9521.621511161327,1445.4748937487602,-8076.146617412567,719.4284612539641,632.9345378652204
4883.86767578125,9547.019179284573,1440.4915151000023,-8106.52766418457,432.12893586665297,410.346981141534
4841.87744140625,9636.363665103912,1455.03258228302,-8181.331082820892,2920.2632958026143,1087.2044104284253
4777.41943359375,9539.30749809742,1452.810154557228,-8086.497343540192,424.8600166664563,441.2070235829795
4697.5888671875,9630.808331251144,1460.0044057369232,-8170.803925514221,441.61454366769465,465.43237484767553
4624.7216796875,9666.06731247902,1459.1583092212677,-8206.909003257751,784.6405469419834,478.3248458016536
4544.2421875,9718.357368826866,1465.7992395162582,-8252.558129310608,462.9138172478803,422.7210618446508
4636.65087890625,9659.592897772789,1459.7375682592392,-8199.85532951355,950.2068830914817,298.9084570680142
4504.69775390625,9676.073634386063,1472.1363446712494,-8203.937289714813,447.58101173716506,458.49802297264944
4477.38671875,9697.466386556625,1478.3352119922638,-8219.131174564362,439.49448905514964,368.69295206839166
4437.93359375,9774.60133588314,1472.2814058065414,-8302.3199300766,489.2594249914317,673.4382601447321
4335.65966796875,9938.852765083313,1489.7785992622375,-8449.074165821075,674.1085329058824,883.9910410776253
4289.4970703125,9717.006303548813,1485.5562798976898,-8231.450023651123,426.4427338860693,427.7310379689683
4318.0166015625,9918.91518855095,1493.2353103160858,-8425.679878234863,965.0139961170983,432.01167214792787
4141.4228515625,9875.014425873756,1493.3011261224747,-8381.713299751282,728.6820681000523,517.3989320230371
4143.5634765625,9863.210666418076,1494.4692528247833,-8368.741413593292,448.05817300154405,483.36395653678056
4078.84228515625,9935.936137080193,1504.6145046949387,-8431.321632385254,964.5716470664199,533.6940771806499
3995.62060546875,9986.287593126297,1507.8986542224884,-8478.388938903809,949.4415060349905,658.7066381504999
3946.890380859375,9881.051978111267,1513.90363407135,-8367.148344039917,705.3647263084956,462.6220355809431
3849.923095703125,10010.198437929153,1514.2305700778961,-8495.967867851257,504.5807410520776,621.7251818583037
3841.069091796875,10057.920341730118,1524.2923085689545,-8533.628033161163,422.9833584001728,402.7389109511614
3733.155029296875,10083.54092991352,1535.5838276147842,-8547.957102298737,521.1026704074197,518.4986303753767
3879.119140625,10014.499294638634,1522.0761140584946,-8492.42318058014,426.09025463108185,537.3341108307438
3726.164306640625,10090.48376595974,1540.846650004387,-8549.637115955353,405.30709708861826,635.6703556821905
3645.3984375,10197.700008273125,1544.0977395772934,-8653.602268695831,769.590049964819,685.0830408537831
3667.15380859375,10099.117763757706,1526.4844863414764,-8572.63327741623,424.38959519739547,532.527970394319
3551.63916015625,10269.807871103287,1551.9014508724213,-8717.906420230865,423.0675134859507,479.3729270030334
3518.23193359375,10236.847130060196,1543.7419073581696,-8693.105222702026,1417.8906896421151,956.1788753880259
3562.849853515625,10177.741268277168,1543.1570559740067,-8634.584212303162,1052.1948968991587,501.50426978288306
3467.7919921875,10225.092396974564,1551.3181626796722,-8673.774234294891,495.69322358473073,805.3184592311599
3407.128173828125,10305.635756134987,1559.9657541513443,-8745.670001983643,486.53088615291847,362.68265177857717
3405.44921875,10196.592708349228,1553.2459065914154,-8643.346801757812,1772.681910957809,884.2644365564393
3364.766845703125,10239.278470933437,1565.9649552702904,-8673.313515663147,367.92817481249097,604.9091684393973
3284.08154296875,10449.376284956932,1570.2967566251755,-8879.079528331757,419.03432618579393,492.91063920024135
3224.35888671875,10331.414294958115,1575.7690784931183,-8755.645216464996,421.2471136502475,398.3829981899493
3298.97314453125,10334.388347744942,1566.6516658067703,-8767.736681938171,728.1597562660304,610.3399794135538
3179.759521484375,10385.054671168327,1575.6331347227097,-8809.421536445618,424.6073756031384,312.9281081350427
3144.610595703125,10394.525061130524,1576.4835171699524,-8818.041543960571,420.7250073152297,523.5744470772631
3095.18701171875,10528.986091852188,1584.5032250881195,-8944.482866764069,992.3261150095198,469.05394625855024
3107.039794921875,10503.673691034317,1584.1728866100311,-8919.500804424286,457.84224029119304,643.2315756372411
2978.752685546875,10445.248975157738,1579.6005009412766,-8865.648474216461,666.2688715710058,561.5151594826893
2948.06591796875,10583.85999906063,1589.6658118963242,-8994.194187164307,585.7021095177457,702.7865748245064
2939.556884765625,10529.490402817726,1601.5468636751175,-8927.943539142609,1860.4500842864225,423.7386480008719
2930.88134765625,10526.668542385101,1591.462254524231,-8935.20628786087,575.3707805068254,445.9650501879513
2847.482421875,10577.808648467064,1590.3912943601608,-8987.417354106903,1220.6255494532913,615.7483960887408
2892.61376953125,10651.510891079903,1596.1593047380447,-9055.351586341858,432.0858830701283,838.6914308131807
2769.09326171875,10630.297984838486,1606.753886461258,-9023.544098377228,496.77356004240403,497.0759642094263
2751.07568359375,10792.092080116272,1617.5986595153809,-9174.493420600891,428.1270958287431,472.4192192343453
2752.241943359375,10724.618919968605,1614.6628633737564,-9109.956056594849,2655.857399495445,1283.7561776714924
2742.95947265625,10735.39757013321,1605.9697518348694,-9129.42781829834,499.0472538523148,616.8930361835498
2676.84423828125,10732.840287208557,1621.2381267547607,-9111.602160453796,1010.2020964680542,796.6759418015988
2731.375,10788.520446181297,1611.592656970024,-9176.927789211273,426.2461182071176,627.6181303023523
2579.6259765625,10775.098614096642,1625.9897021055222,-9149.10891199112,373.3607521103884,402.6192409319488
2751.998779296875,10587.216772913933,1604.444239974022,-8982.77253293991,2236.9914442667914,701.8246904223203
2561.696044921875,10816.87525331974,1637.523090004921,-9179.35216331482,521.9803281758952,496.07145263960666
2646.726318359375,10844.220709204674,1620.7946714162827,-9223.426037788391,1275.7498511972315,499.4014925521742
2516.529296875,10823.385747432709,1635.3693675994873,-9188.016379833221,440.2113154361964,480.3339546791876
2466.422607421875,10973.219900012016,1639.2237867116928,-9333.996113300323,741.1670143785625,925.6640340618654
2468.57275390625,10835.367669582367,1627.8489828109741,-9207.518686771393,596.7044651367302,716.0584858640134
2487.912109375,10832.532045841217,1630.9211750030518,-9201.610870838165,486.9476892055712,748.3232135603644
2414.60986328125,10909.194391131401,1637.0292981863022,-9272.165092945099,463.7074690969695,608.5650850512437
2487.287109375,10938.092562437057,1628.9223668575287,-9309.170195579529,1368.2189918600072,906.5133602703078
2326.339599609375,10927.883668541908,1638.5931445360184,-9289.29052400589,1273.1097661230615,734.904088943061
2342.9287109375,10931.597332000732,1640.1591444015503,-9291.438187599182,705.301761815278,687.132076535335
2266.63525390625,11045.63563811779,1653.3688591718674,-9392.266778945923,690.6641609998422,478.8830911889798
