loss,margin,positive_reward,negative_reward,deterministic_return
0.0,0.0,0.0,0.0,-3.250328660156668
138.781494140625,2180.2809954956174,1252.8695077374578,-927.4114877581596,-47.30407949237528
90.85395812988281,2603.1780700795352,2357.6003003120422,-245.577769767493,4343.746416615599
85.66154479980469,2663.534833156329,2679.7036814689636,16.16884831263451,4437.74581772298
82.77316284179688,2687.7305372469127,2872.5644822120667,184.83394496515393,4635.60084147869
81.64495849609375,2695.3036283254623,3020.224792957306,324.92116463184357,4760.937761341357
79.80157470703125,2711.677951991558,3129.2346367836,417.5566847920418,4660.109403050498
78.5735855102539,2723.9598730802536,3224.758090019226,500.7982169389725,4593.190418837022
77.77437591552734,2727.416991829872,3309.1883420944214,581.7713502645493,4615.860887799229
77.02069854736328,2728.976988375187,3373.895568370819,644.9185799956322,4744.216936502424
76.83020782470703,2730.2406491041183,3430.7382373809814,700.4975882768631,4576.063483198221
76.26512145996094,2734.8287793397903,3485.806998729706,750.9782193899155,4696.057233670741
75.70183563232422,2739.61749958992,3525.640239715576,786.0227401256561,4648.96748371492
75.2907485961914,2741.779747247696,3568.7588143348694,826.9790670871735,2614.7153015349336
75.76231384277344,2735.1853082180023,3612.6618580818176,877.4765498638153,4813.578747857177
75.6072769165039,2737.1499837636948,3653.94011592865,916.7901321649551,4787.869269578903
74.63556671142578,2740.58740067482,3690.0039048194885,949.4165041446686,4799.927224768937
74.9139633178711,2738.8273376226425,3719.199709415436,980.3723717927933,4673.326148803531
74.47681427001953,2741.4174587726593,3755.623128414154,1014.2056696414948,4683.316483129523
74.49070739746094,2741.4987235069275,3796.2709822654724,1054.772258758545,4636.503053440619
74.31930541992188,2740.555189013481,3815.5084562301636,1074.9532672166824,4310.181402633107
74.265869140625,2738.887888431549,3844.8992853164673,1106.0113968849182,4721.022140299141
74.07364654541016,2738.4422450065613,3865.471164226532,1127.0289192199707,4823.232230610621
74.25750732421875,2734.6122089624405,3891.3526668548584,1156.740457892418,4871.131012706112
73.88141632080078,2735.952507019043,3916.9902424812317,1181.0377354621887,4665.554908650333
74.44583892822266,2732.3146669864655,3948.039354324341,1215.7246873378754,4774.955784178347
74.31520080566406,2735.3384716510773,3958.7052178382874,1223.36674618721,4733.770948050318
73.80621337890625,2735.6757011413574,3985.336742401123,1249.6610412597656,4812.7755749247435
73.89204406738281,2732.5083734989166,4008.2994809150696,1275.791107416153,4193.467323726373
74.18812561035156,2736.104933619499,4007.5482897758484,1271.4433561563492,4644.388830568501
73.82483673095703,2736.807867527008,4023.2769379615784,1286.4690704345703,4653.695424109484
73.71536254882812,2735.7175121307373,4039.953311920166,1304.2357997894287,4720.465451613349
73.76527404785156,2730.945767402649,4062.9286255836487,1331.9828581809998,4756.794117404988
73.43987274169922,2744.071884870529,4067.970057964325,1323.8981730937958,4595.770751268664
73.62783813476562,2731.4254179000854,4085.4550137519836,1354.0295958518982,4657.015315914292
73.5732421875,2734.624948978424,4104.722314834595,1370.0973658561707,4682.029176049324
