loss,margin,positive_reward,negative_reward,deterministic_return,stochastic_return
0.0,0.0,0.0,0.0,7.978318515647776,-0.17983397519942185
-3001.549072265625,326.16380746662617,3127.796165548265,2801.632358081639,18.001822157385714,88.28069807424255
-3985.68408203125,195.22871112823486,4116.007488012314,3920.778776884079,308.0293733911564,165.43525959313777
-4233.53369140625,151.28717041015625,4365.086510419846,4213.799340009689,961.7606502785487,301.3431814335331
-4389.26708984375,137.41316080093384,4521.407158136368,4383.993997335434,299.6519522416664,527.5150459744879
-4480.515625,135.95605731010437,4612.7587904930115,4476.802733182907,613.755036042209,438.9380720462226
-4570.38525390625,132.76913404464722,4702.432635307312,4569.663501262665,2232.9577009194822,1024.8608770242176
-4615.71533203125,116.73781180381775,4748.029022693634,4631.291210889816,2373.411303293503,1199.2598928569878
-4681.1962890625,114.53950643539429,4813.41446018219,4698.874953746796,4009.939250810336,897.9448422321173
-4720.02001953125,125.3880934715271,4851.721891880035,4726.333798408508,1355.2347317988263,1273.968143150047
-4763.89501953125,120.25559329986572,4895.474342346191,4775.218749046326,3202.370774271488,3916.744898134954
-4809.595703125,117.62478256225586,4941.690445423126,4824.06566286087,1378.547131073583,2133.743813326716
-4827.1572265625,117.79774618148804,4958.783007621765,4840.985261440277,5110.564097785368,2597.4386287316984
-4857.8466796875,115.41250419616699,4989.470642089844,4874.058137893677,4091.898248878087,2898.336123313429
-4882.15234375,115.65479373931885,5013.546057224274,4897.891263484955,4961.847738572538,2317.996260873754
-4920.6953125,120.53978157043457,5052.010141849518,4931.470360279083,4937.269010167288,3963.295545002847
-4909.14111328125,104.16292715072632,5041.020231246948,4936.857304096222,826.2634616710754,2262.9955344658238
-4945.76318359375,107.28671360015869,5077.468327999115,4970.181614398956,4975.90575008517,3932.2566517618457
-4953.8681640625,107.7819938659668,5085.622736930847,4977.84074306488,4950.568496049348,3801.582017098931
-4977.21142578125,111.10789442062378,5108.530715942383,4997.422821521759,4974.011230828615,4080.6465041088327
-4994.8427734375,113.97138166427612,5126.238594532013,5012.267212867737,4965.836827286094,4603.678118892027
-5019.96240234375,111.49082612991333,5151.309591293335,5039.818765163422,4918.541087129002,4753.8741560323115
-5016.10693359375,109.16434144973755,5147.62358379364,5038.459242343903,4978.860605852917,4939.357024140944
-5039.42919921875,99.43785953521729,5171.085224151611,5071.647364616394,4935.87136938161,4020.5328174369997
-5047.9169921875,110.87282800674438,5179.317746639252,5068.444918632507,4951.725160406297,4423.160740030313
-5055.78857421875,108.32937383651733,5187.063984870911,5078.734611034393,4917.978404892303,4825.094336335984
-5066.16943359375,110.9260401725769,5197.542895317078,5086.616855144501,4953.268282332719,4502.340585204032
-5095.32568359375,110.01114845275879,5226.811042308807,5116.799893856049,4926.428426659595,4901.569631785877
-5092.56787109375,110.3109917640686,5223.784041881561,5113.473050117493,4930.921153953128,4887.328039676022
-5104.2060546875,102.47657680511475,5235.966543197632,5133.489966392517,1839.073131837145,4083.23510181908
-5113.06201171875,110.62480020523071,5244.128435611725,5133.503635406494,4943.722512704612,4010.0492357989688
-5108.7138671875,100.46378326416016,5240.125805854797,5139.662022590637,2521.362485458149,4874.076127656151
-5104.7861328125,103.69242572784424,5236.186210632324,5132.49378490448,4920.27259185047,4199.098456112307
-5135.60400390625,111.17824411392212,5266.449630737305,5155.271386623383,4942.866710712844,4878.24677829832
-5126.935546875,97.37408590316772,5258.597703933716,5161.223618030548,5000.7007649755415,4034.3212159674476
-5134.81640625,102.22860336303711,5266.44807434082,5164.219470977783,4911.870047815529,4576.391945773466
-5163.75537109375,105.00373315811157,5295.137619495392,5190.13388633728,5001.2754021177925,4905.81124011238
-5160.294921875,103.86202478408813,5291.663378715515,5187.801353931427,4993.36957796542,4911.817312363158
-5166.9169921875,98.08857345581055,5298.494766712189,5200.406193256378,4957.62588930135,4630.76407489185
-5173.7421875,102.78394222259521,5305.408702850342,5202.624760627747,4944.678577263736,4887.601568747015
-5172.16943359375,101.87338352203369,5303.571652412415,5201.698268890381,4986.59784787305,4874.49584387153
-5194.53955078125,106.4106764793396,5325.7666001319885,5219.355923652649,4942.116135923983,4912.119797419595
-5179.82080078125,101.2589225769043,5311.119157791138,5209.860235214233,4965.808506841857,4893.712754233568
-5197.4326171875,107.95286750793457,5328.2191162109375,5220.266248703003,4928.2610855707035,4868.533229502403
-5198.2294921875,100.48204946517944,5329.769682407379,5229.2876329422,829.5792978938883,4046.208385906725
-5217.2666015625,97.531005859375,5348.641498565674,5251.110492706299,4929.632432511918,4852.955012050794
-5219.01806640625,94.67016458511353,5350.8140115737915,5256.143846988678,4186.990569217746,4880.60720094052
-5212.7431640625,94.87069129943848,5344.123352527618,5249.25266122818,4982.780206811972,4035.663333490149
-5219.69384765625,99.24048376083374,5351.199478626251,5251.9589948654175,4934.057277842706,4890.08659511353
-5216.3662109375,102.45308542251587,5347.606950759888,5245.153865337372,4928.275118573277,4080.5492621169433
-5231.61279296875,104.41839456558228,5362.659856796265,5258.241462230682,4984.095351988748,4862.031809919838
-5224.07763671875,96.06620359420776,5355.394109725952,5259.327906131744,5001.9377812706825,4917.975224481332
-5230.73779296875,103.24751901626587,5362.057945251465,5258.810426235199,4949.768318661292,4886.547617574636
-5231.1201171875,96.95023727416992,5362.40745306015,5265.45721578598,4962.148087483863,4859.449749361639
-5235.7265625,100.23032426834106,5367.182764530182,5266.952440261841,4960.822019371948,4867.232246434633
-5237.7783203125,99.47804355621338,5369.081664562225,5269.603621006012,4987.8009610664685,4331.2666263167785
