loss,margin,positive_reward,negative_reward,deterministic_return,stochastic_return
0.0,0.0,0.0,0.0,-0.8353183342713131,-384.7037190848957
-2864.497802734375,21763.10061071813,2872.4034893363714,-18890.69712138176,-5.7683811020237865,-207.80193338230976
-3654.419921875,28583.399619579315,3655.597466945648,-24927.802152633667,224.16317323053326,-171.2852950754023
-4001.041015625,32907.0353512764,4001.7515778541565,-28905.28377342224,-97.63547069365784,-93.16548023934935
-4218.19189453125,35975.90503048897,4218.808179140091,-31757.096851348877,-48.23909455990237,-68.46226589662362
-4369.97119140625,38901.05350422859,4370.380505800247,-34530.672998428345,129.23467783035244,-185.0665074984937
-4520.833984375,41515.976512908936,4521.107360839844,-36994.86915206909,-144.04663486690984,-134.79859869449328
-4609.34033203125,43325.551924705505,4609.526814460754,-38716.02511024475,182.40684153348585,20.558874875468018
-4727.06298828125,45846.368723869324,4727.13464641571,-41119.23407745361,184.8088821893337,-132.05150527407653
-4818.12841796875,48279.32625722885,4818.164990901947,-43461.161266326904,117.63783138162125,-94.25684584495978
-4902.13134765625,50152.38144826889,4902.1992926597595,-45250.18215560913,965.3699202153388,-78.52403649980462
-4973.6787109375,52246.13242864609,4973.854863643646,-47272.27756500244,117.69984556595736,-135.4453451351484
-5045.37158203125,53976.444439888,5045.280381202698,-48931.1640586853,753.6352593305362,-92.89693104161645
-5094.74755859375,55812.9704914093,5094.673013687134,-50718.29747772217,143.674363579121,28.714605161439216
-5150.35888671875,57363.28416347504,5150.204325675964,-52213.07983779907,889.0518958091795,188.50492181062077
-5187.90771484375,59099.98370838165,5187.737984657288,-53912.245723724365,746.9125056866586,-27.968101543659067
-5245.60107421875,61068.93162059784,5245.365580558777,-55823.56604003906,1078.3405023969622,210.95420968577582
-5291.80712890625,62998.50351476669,5291.563470363617,-57706.940044403076,1002.9475168957226,84.08050834190867
-5325.005859375,64300.309101104736,5324.809108734131,-58975.499992370605,1041.6167935713306,106.40878881349435
-5366.0908203125,66180.94398212433,5365.8107233047485,-60815.13325881958,651.9416566928957,201.79912457893957
-5402.16357421875,68229.59524536133,5401.8335609436035,-62827.761684417725,2759.7273757158573,1.7088517261335916
-5431.42822265625,68859.24199533463,5431.068193912506,-63428.17380142212,3386.1318284168483,181.7425223766216
-5469.31201171875,70841.51151037216,5468.961389064789,-65372.55012130737,944.4286109455331,-17.02196922055264
-5499.2275390625,73009.74286985397,5498.893264293671,-67510.8496055603,2895.028996076517,81.48206970379394
-5537.1435546875,74292.09058618546,5536.8337388038635,-68755.25684738159,5342.1678962269725,108.05841388754232
-5549.2158203125,75253.86760473251,5548.827790737152,-69705.03981399536,1978.6599934706974,10.440957915679046
-5590.576171875,77605.95751857758,5590.230078697205,-72015.72743988037,1792.679990244404,20.78378404526805
-5621.89990234375,78878.96717786789,5621.481875896454,-73257.48530197144,3105.656747928966,753.4343317756789
-5627.28369140625,80136.81392431259,5626.85036611557,-74509.96355819702,4992.843839436166,917.4378220518223
-5660.1123046875,81959.27782917023,5659.6181535720825,-76299.65967559814,457.99991379200554,-60.31545430745168
-5696.58349609375,83210.8608493805,5696.134721755981,-77514.72612762451,2635.6092020761207,305.703002008367
-5708.22314453125,84475.34368562698,5707.784660816193,-78767.55902481079,943.5651056766158,171.80904328120175
-5728.94970703125,86251.83356523514,5728.500111103058,-80523.33345413208,2239.7339515144686,292.48079078075483
-5749.9267578125,87369.82869577408,5749.453974246979,-81620.3747215271,5010.981368612496,220.01353424461846
-5782.630859375,88239.58150815964,5782.148444652557,-82457.43306350708,2398.747032259711,551.64630591154
-5800.29296875,90251.14033269882,5799.744454860687,-84451.39587783813,3209.3363921440514,190.91128134540125
-5823.07177734375,91794.58021306992,5822.582864284515,-85971.9973487854,3164.2081616844152,532.4734413836775
-5842.80126953125,93117.33191394806,5842.273621559143,-87275.05829238892,5373.9073593807725,374.5986403693379
-5858.45263671875,94696.49215078354,5857.916581630707,-88838.57556915283,3017.072690960668,912.6252969257121
-5874.81591796875,95967.54114723206,5874.253530502319,-90093.28761672974,1753.9586120463696,64.71018239611831
-5892.94677734375,96375.23906993866,5892.370760917664,-90482.868309021,2026.6041503348285,384.3984561557862
-5909.56494140625,97258.27872085571,5909.015552520752,-91349.26316833496,2304.281185825585,490.0420949433925
-5927.90380859375,98766.68469905853,5927.36316204071,-92839.32153701782,1585.309704472746,584.5892028354745
-5940.52392578125,100754.1770863533,5939.94998216629,-94814.22710418701,3594.0241769471695,894.9544776165706
-5959.01611328125,102687.16353464127,5958.470037937164,-96728.6934967041,2917.4446688768016,536.7846290826626
-5971.8564453125,103064.77895307541,5971.2650141716,-97093.51393890381,2561.049264106835,54.12842256725769
-5993.76806640625,105094.83213567734,5993.212361812592,-99101.61977386475,3890.476427974132,340.0233924866609
-6019.45361328125,106360.50001192093,6018.829700946808,-100341.67031097412,5565.288408241536,215.94245021124843
-6025.72509765625,107396.53560733795,6025.083199501038,-101371.45240783691,2145.8425169580723,156.35272902513503
-6043.54833984375,108429.08552265167,6042.951794624329,-102386.13372802734,5092.373801779848,941.907827681857
-6046.13037109375,109749.97086429596,6045.502747535706,-103704.46811676025,3031.6623858904377,220.71080393584307
-6059.126953125,111312.92437076569,6058.487946510315,-105254.43642425537,4624.105837707282,1033.2575576965864
-6079.16796875,111787.58278894424,6078.511820316315,-105709.07096862793,7610.610871578368,252.63148586108431
-6076.51416015625,112397.08985233307,6075.784806251526,-106321.30504608154,2949.159533472254,448.54678824528185
-6118.861328125,116122.42349672318,6118.243374347687,-110004.18012237549,5736.825328170284,776.1604520575302
-6127.54052734375,116201.11364078522,6126.89671421051,-110074.2169265747,6207.987639532604,-76.51094851596937
-6136.16162109375,117628.97479915619,6135.507140159607,-111493.46765899658,4709.002240483502,437.58761814124944
-6156.69580078125,119124.7458357811,6156.021638393402,-112968.7241973877,5294.195901904194,-7.961043518115133
-6157.0390625,121161.06381320953,6156.383339881897,-115004.68047332764,5143.194329943028,159.6079113728772
-6181.486328125,120195.36795568466,6180.795163631439,-114014.57279205322,6356.63401474018,241.39446527729712
-6184.3779296875,122250.32104587555,6183.732041358948,-116066.5890045166,3629.6219270111333,419.68926864858224
-6198.3505859375,123093.05427598953,6197.66117143631,-116895.39310455322,1633.9434575012488,155.64115870837975
