reward
686.4178
1187.2643
1114.3075
627.81824
1363.4534
1452.3358
1255.1676
512.1298
696.22015
365.67734
1376.2522
1178.0007
503.92535
1650.9135
1428.6157
1146.1979
1689.0774
1338.364
1764.2341
1417.1074
1138.7643
827.87286
1433.6631
622.32697
814.5721
1354.5128
1538.5032
1213.8582
1208.8551
2054.625
1328.6283
1833.3278
1893.4916
975.5837
884.35596
698.3258
1536.8176
1198.8663
1848.524
1489.4968
