loss,margin,positive_reward,negative_reward,deterministic_return
0.0,0.0,0.0,0.0,-7.530381647433888
125.80298614501953,1399.436174781993,544.9109205920249,-854.5252541899681,-37.17133365873548
143.6443328857422,1398.2578383665532,1249.3682185411453,-148.88961982540786,-50.23809130844272
146.0376434326172,1387.6145518757403,1458.4726927280426,70.85814085230231,-37.05532511763736
148.18675231933594,1381.245327057317,1588.9590966701508,207.71376961283386,426.1720853240511
150.17543029785156,1367.444711305201,1677.6813683509827,310.2366570457816,1710.7814951926007
151.21876525878906,1360.4179318547249,1741.5074636936188,381.0895318388939,1025.0816388042404
151.57643127441406,1355.9078602790833,1787.4085268974304,431.50066661834717,-24.496227062017244
151.05238342285156,1351.6713449656963,1835.2247626781464,483.55341771245,1367.3590360485214
153.9997100830078,1344.3690044283867,1883.8927929401398,539.5237885117531,617.5425534900907
152.81045532226562,1343.1176915764809,1914.7409343719482,571.6232427954674,1267.1129130181441
154.29066467285156,1342.1346849799156,1940.1457469463348,598.0110619664192,1200.0648499456904
153.77096557617188,1341.9972950220108,1969.6301617622375,627.6328667402267,423.1926268818803
153.9055633544922,1335.1578991413116,1993.493888616562,658.3359894752502,616.6098222842493
154.19720458984375,1334.984533071518,2023.0829412937164,688.0984082221985,-45.57491362408815
154.3520050048828,1335.3308980464935,2033.4734268188477,698.1425287723541,208.36374381584605
155.93048095703125,1323.3445289731026,2064.3720622062683,741.0275332331657,997.0747094845877
154.7429656982422,1331.7498518824577,2065.155723810196,733.4058719277382,575.961209510705
155.26744079589844,1322.9091948270798,2091.034168243408,768.1249734163284,390.3141255141009
156.7646484375,1324.4815876483917,2094.2646503448486,769.7830626964569,233.2108577733195
155.3921356201172,1322.6681357622147,2118.37659239769,795.7084566354752,-45.173923385799874
156.1805419921875,1312.6112028360367,2145.8005423545837,833.1893395185471,417.72228829135173
155.6888885498047,1324.9544841051102,2143.452944278717,818.4984601736069,1193.340354849949
158.04359436035156,1308.6745598316193,2158.4499893188477,849.7754294872284,1131.871008563687
157.8363494873047,1313.9580070972443,2165.413852930069,851.4558458328247,909.3041064066449
158.93478393554688,1314.5158579349518,2178.121194601059,863.6053366661072,7780.583758497565
157.12355041503906,1308.919217824936,2197.125105857849,888.2058880329132,586.7573315509944
156.37649536132812,1309.2094051837921,2200.8089995384216,891.5995943546295,1707.2235870011561
155.83204650878906,1317.4368780851364,2222.9040217399597,905.4671436548233,830.9640013437157
158.83067321777344,1301.3778569698334,2212.1058678627014,910.728010892868,733.1566679277016
158.5229949951172,1298.3519291877747,2232.802888393402,934.4509592056274,1997.8885028081115
159.11997985839844,1300.6711945533752,2240.995439529419,940.3242449760437,231.55006791874553
157.31956481933594,1309.3222506046295,2251.2642483711243,941.9419977664948,371.814321849621
156.6723175048828,1307.8195139169693,2240.408890247345,932.5893763303757,3780.2004609369515
157.9414825439453,1304.1885348558426,2267.680983543396,963.4924486875534,1935.4101904728893
157.39666748046875,1305.6476880311966,2272.738057613373,967.0903695821762,385.6498646858449
158.81982421875,1305.794043302536,2276.9387221336365,971.1446788311005,8062.714501322715
158.0446319580078,1297.86474275589,2286.45388507843,988.5891423225403,327.0214664125941
159.04222106933594,1294.89887881279,2305.1769251823425,1010.2780463695526,5292.519335018792
158.43226623535156,1295.1690706014633,2296.782036304474,1001.6129657030106,5871.6046708323875
159.16293334960938,1291.2329679727554,2315.21799325943,1023.9850252866745,6447.307878868777
159.34262084960938,1292.5477687120438,2325.494677066803,1032.9469083547592,279.1440870109613
160.5067596435547,1281.0142817497253,2326.6737236976624,1045.659441947937,344.5672631224896
158.7131805419922,1293.5054551362991,2331.449709892273,1037.9442547559738,231.89760186168402
159.30023193359375,1288.6740322113037,2335.016803264618,1046.3427710533142,1219.7329155949985
158.6860809326172,1291.6564190387726,2349.28040599823,1057.6239869594574,308.5896639030035
159.52394104003906,1286.0032349824905,2351.3292002677917,1065.3259652853012,1123.9388127063858
158.9835968017578,1291.0277593135834,2355.4164271354675,1064.3886678218842,207.89178472029633
159.09971618652344,1292.7375527620316,2354.5860571861267,1061.8485044240952,4663.4714425475
159.8824462890625,1284.2980414628983,2371.1099829673767,1086.8119415044785,515.8500015533804
159.95626831054688,1279.1405712366104,2381.0572690963745,1101.916697859764,9860.619889212696
159.59768676757812,1283.5443193912506,2389.4109439849854,1105.8666245937347,446.4412249740941
159.3822021484375,1289.1082228422165,2383.840232372284,1094.7320095300674,3087.9525152936862
160.70947265625,1278.0960929393768,2389.5895071029663,1111.4934141635895,9422.809778131576
160.79513549804688,1275.5646328926086,2402.8032445907593,1127.2386116981506,10508.721334292093
160.76800537109375,1276.0400471687317,2401.6163392066956,1125.5762920379639,735.2454496668333
160.6219024658203,1273.4920783042908,2408.447989463806,1134.9559111595154,6553.664474805798
160.14068603515625,1280.9867887496948,2419.8476095199585,1138.8608207702637,7190.77635948708
160.74794006347656,1276.2699130773544,2421.4210319519043,1145.1511188745499,4900.8975229319685
160.2894287109375,1278.3748232126236,2410.4531078338623,1132.0782846212387,1275.070473431893
161.25262451171875,1273.7909797430038,2428.557722568512,1154.7667428255081,418.2277832070295
161.09620666503906,1268.088941693306,2431.322480201721,1163.2335385084152,8795.433323538444
159.6634521484375,1280.9606615304947,2446.3578763008118,1165.397214770317,10609.60572961446
160.64186096191406,1272.621270775795,2446.566258907318,1173.9449881315231,405.62958564677496
162.42835998535156,1262.3258591890335,2454.047522544861,1191.7216633558273,10558.26665891611
161.5066375732422,1271.6280580759048,2453.48646068573,1181.8584026098251,9593.81032670879
161.32020568847656,1269.7578068971634,2460.2893676757812,1190.5315607786179,9209.117918404158
161.5521697998047,1267.5268090963364,2465.1608448028564,1197.63403570652,702.2844700649275
164.4499053955078,1264.5413875579834,2454.561266899109,1190.0198793411255,10280.865708663818
162.8838653564453,1265.8704730272293,2464.144618988037,1198.2741459608078,10810.42602343026
161.4478759765625,1270.9570932388306,2481.31102848053,1210.3539352416992,487.7586805251548
162.04763793945312,1263.834745168686,2480.187056541443,1216.352311372757,9353.623247211
161.80711364746094,1265.4200220108032,2489.6903777122498,1224.2703557014465,157.40179598943791
162.00283813476562,1262.5730605125427,2485.4608674049377,1222.887806892395,480.1622373303442
162.01966857910156,1259.4245756864548,2496.628336429596,1237.2037607431412,4908.04645834011
163.669189453125,1256.6440538167953,2503.558130264282,1246.9140764474869,10202.87085600942
163.6741943359375,1251.9129610061646,2508.9150047302246,1257.00204372406,9794.261164328702
161.73866271972656,1263.101065158844,2507.8663392066956,1244.7652740478516,813.4263241466016
162.80064392089844,1259.3452513217926,2514.109826564789,1254.7645752429962,7464.745397264175
161.97218322753906,1258.113860964775,2519.426627635956,1261.3127666711807,10064.447214919377
162.44192504882812,1261.9051526784897,2527.4933891296387,1265.588236451149,10201.85494095667
162.81802368164062,1259.1983451843262,2530.363372325897,1271.165027141571,10263.509692924206
163.5061492919922,1251.2756428718567,2528.5238513946533,1277.2482085227966,10578.092961941687
163.0602569580078,1255.9180929660797,2530.166174888611,1274.2480819225311,3775.1182428243906
163.85609436035156,1252.92946267128,2535.5829524993896,1282.6534898281097,788.4185647453404
162.77496337890625,1257.3695316314697,2543.3938341140747,1286.024302482605,10975.820664383007
162.62966918945312,1254.611939072609,2551.0007548332214,1296.3888157606125,10326.076673793039
163.75045776367188,1253.123933315277,2546.406744480133,1293.282811164856,3456.7755307671678
164.7010498046875,1245.2031078338623,2555.232343196869,1310.0292353630066,1332.6770733779479
163.26358032226562,1251.4393181800842,2553.9967408180237,1302.5574226379395,5981.562524429031
162.5794677734375,1255.1336770057678,2567.5627660751343,1312.4290890693665,9587.606575322645
163.4061279296875,1251.5296416282654,2566.0109486579895,1314.4813070297241,10990.818406480212
163.12481689453125,1253.228096485138,2570.778247833252,1317.550151348114,9704.238888657563
164.0701141357422,1243.2273123264313,2577.783658027649,1334.5563457012177,5182.230614882655
164.35079956054688,1240.079050064087,2570.746406555176,1330.6673564910889,9614.339551070154
164.15826416015625,1244.7772328853607,2584.238913536072,1339.461680650711,3804.542535134047
163.97398376464844,1243.2188353538513,2592.359836101532,1349.1410007476807,2556.501268083798
163.5447235107422,1250.5188200473785,2588.0302300453186,1337.51140999794,9530.592641521234
164.5004119873047,1238.9261710643768,2580.59885597229,1341.6726849079132,10267.173647958789
164.5026092529297,1243.3583643436432,2604.1207365989685,1360.7623722553253,10743.893125333443
