reward
791.2526
1501.7584
2051.848
1899.8109
2203.6577
2059.4526
2384.7393
2674.143
2370.6394
2558.8083
2236.5227
2482.03
2473.5935
2542.1382
2529.2974
2329.1016
2548.717
2655.895
2512.4426
2550.8203
2646.9297
2004.2302
2115.1567
2099.7085
2656.9106
2504.7136
2160.8345
2502.6992
2603.1719
2329.9397
2598.9575
1913.6228
2713.379
2754.4675
2407.7183
2693.0752
2246.3452
2434.7769
2290.845
2253.9348
