loss,margin,positive_reward,negative_reward,deterministic_return
0.0,0.0,0.0,0.0,9.014115221755956
174.89688110351562,1778.228904515272,1850.0079888310283,71.77908431575634,873.9416143837271
234.75425720214844,1205.0286148786545,2234.5789749622345,1029.55036008358,1465.3892217485845
248.21188354492188,1081.5413181069307,922.9198180967942,-158.62150001013651,1018.2828693416361
245.59181213378906,1105.071832149144,-1739.754912405886,-2844.82674455503,963.5677569240211
249.98794555664062,1029.3444304624572,-6837.687381549738,-7867.031812012196,640.33635620355
259.1711120605469,993.8061324013397,-5763.024921449833,-6756.831053851172,637.9665767049487
246.64306640625,1037.8891038894653,-27862.576076984406,-28900.46518087387,1315.815170879154
251.86825561523438,988.4029922485352,-16932.244797706604,-17920.64778995514,1096.5741804966926
268.3198547363281,932.199532866478,-25639.26133954525,-26571.460872411728,1036.1542957789607
290.42230224609375,860.2831840515137,-29354.892728805542,-30215.175912857056,6864.869606911406
254.30282592773438,998.958740234375,-128103.47763061523,-129102.43637084961,435.4525410244353
266.1023864746094,932.8352279663086,-102877.0669708252,-103809.9021987915,6670.718503671276
254.09848022460938,963.160472869873,-71020.3131313324,-71983.47360420227,6899.952731660088
316.9416809082031,729.6315696239471,-34442.92945432663,-35172.56102395058,6819.803050446906
259.39801025390625,980.1221542358398,-171448.24099731445,-172428.3631515503,542.197193608479
262.74200439453125,945.7257919311523,-255798.94040679932,-256744.66619873047,1506.4612496303243
255.58412170410156,968.5199794769287,-116302.59037780762,-117271.11035728455,6719.773747455245
256.46868896484375,956.7952003479004,-61541.965171813965,-62498.760372161865,5666.184341544491
262.02569580078125,949.8362865447998,-78484.68088722229,-79434.51717376709,2856.918035443655
264.47381591796875,914.2286148071289,-226141.8332672119,-227056.06188201904,6511.662492552502
283.49420166015625,841.9137649536133,-324816.8885269165,-325658.8022918701,608.8582341529163
262.20623779296875,895.3633117675781,-734116.5611572266,-735011.9244689941,6734.203518093701
299.1656188964844,791.9962606430054,-88285.32358837128,-89077.31984901428,1399.2803877379288
265.20538330078125,918.54443359375,-224756.66264343262,-225675.20707702637,6452.625964131457
266.4298400878906,894.2226486206055,-170494.04879760742,-171388.27144622803,1229.651308930408
261.37921142578125,913.3554382324219,-420902.9578552246,-421816.31329345703,349.20960589183755
257.97601318359375,930.9341278076172,-397922.72079467773,-398853.65492248535,6450.833907418013
