reward
2286.4797
2540.8823
2293.5127
2429.8872
2416.1902
2411.9182
2505.0103
2519.105
2355.9927
2467.9858
2486.2588
2472.5374
2365.3774
2462.584
2502.8818
2613.7915
2408.147
2569.2307
2452.2036
2432.8638
2442.7134
2535.4172
2521.1838
2466.2246
2507.325
2475.7058
2393.6423
2442.387
2438.5886
2547.9543
2554.5005
2604.0896
2339.8362
2469.9722
2310.1394
2454.2344
2449.2476
2453.948
2244.8394
2212.012
