loss,margin,positive_reward,negative_reward,deterministic_return
0.0,0.0,0.0,0.0,7.996011007843062
218.07908630371094,3107.619915738702,2480.7408737689257,-626.8790419697762,622.9562397158347
166.49586486816406,3425.1381869135075,3318.083866596222,-107.0543203172856,411.6110246765616
159.86944580078125,3442.9247190218884,3711.905822277069,268.98110325518064,890.5938003814714
148.6752471923828,3453.9172714948654,3930.661808490753,476.74453699588776,713.5939654196952
141.93862915039062,3461.9765872359276,4087.7615990638733,625.7850118279457,625.8915653979301
135.8007049560547,3460.6745932102203,4213.977952480316,753.3033592700958,458.8978607399763
129.15721130371094,3472.333140730858,4332.966666221619,860.6335254907608,600.7090861057975
124.87676239013672,3474.2372493743896,4428.469955444336,954.2327060699463,1163.9113803543219
121.69409942626953,3459.5664809942245,4506.335874557495,1046.7693935632706,505.8806827925478
119.00528717041016,3454.377056002617,4592.6597537994385,1138.2826977968216,654.1025512121408
116.31253814697266,3450.5831577777863,4657.493973731995,1206.9108159542084,5008.7135917236365
113.7181396484375,3444.1503682136536,4712.691756248474,1268.5413880348206,820.4239056499558
112.21849060058594,3444.2965784072876,4753.126167297363,1308.8295888900757,6643.378097944926
111.6810531616211,3444.5813269615173,4785.306629180908,1340.7253022193909,1565.1847903699313
109.89173889160156,3448.9151570796967,4787.862456321716,1338.9472992420197,6946.6455017141725
109.91527557373047,3442.274449110031,4784.66721534729,1342.392766237259,6810.241108686336
107.09467315673828,3453.788914322853,4789.575535774231,1335.7866214513779,714.2978645991602
106.91112518310547,3458.457708120346,4795.740096092224,1337.282387971878,1792.492847795489
105.03717803955078,3456.1265765428543,4820.854128837585,1364.7275522947311,558.7388739017314
105.45307922363281,3447.4660108089447,4838.619490623474,1391.1534798145294,635.0310331540467
105.49757385253906,3451.747062444687,4862.264532089233,1410.5174696445465,634.2115568185069
102.39830780029297,3463.2143675088882,4871.785925865173,1408.571558356285,733.4796052217888
103.6863021850586,3456.686195254326,4881.04119682312,1424.3550015687943,6983.453204359948
