Reward
-61.8196106
120.06694160000002
-25.4157338
-32.363160300000004
-32.2869213
-49.109102199999995
-25.301186500000004
-310.3089329
-30.7634973
115.66485070000002
124.09491729999999
162.47136530000003
421.6097905
-0.8985774
-204.3214776
88.26648120000002
237.5522166
224.6187469
124.37958060000001
211.9536733
196.7808775
200.68710470000002
138.44316959999998
-55.3210425
-49.54223839999999
-22.302251000000002
-31.2064545
151.91719329999998
150.80550110000001
146.96675039999997
261.2888869
254.97278179999998
236.2647101
287.4131371
89.1701157
276.00824270000004
159.4519269
84.9267512
-6.602622199999999
83.2928307
