reward
257.62146
-2.3734539
267.41595
104.17204
144.95757
79.90251
231.66951
150.0199
178.87276
138.97151
131.15025
241.59811
194.33478
199.96361
77.331566
208.13687
186.89209
195.27779
163.07462
186.68835
67.513306
150.45296
-121.3068
71.81589
180.50572
77.49083
186.97594
183.98837
181.7406
179.94228
84.03527
87.56233
104.79446
71.23879
106.656265
196.78445
149.41956
158.23093
95.13157
93.851
