Reward
999.6053289000001
885.7719407999999
400.58385690000006
-287.94589900000005
-773.3166134999999
-1054.0272628
-1132.8570965
-999.4779219
-1097.6308792000002
-1287.0814500000001
-1345.6378799000001
-1628.5870894999998
-1617.6613800000002
-1543.452025
-1724.9124986
-1769.1929267
-1759.6354388
-1701.7230888999998
-1622.3318175
-1476.8988638999997
-1557.177436
-1407.3669194999998
-1256.6652737
-1279.9874784
-1139.0955421000003
-1131.5309327999998
-1312.3456694000001
-1234.6389618
-1343.7203989
-1127.4221432999998
-1246.5810991000003
-1177.5719219
-682.9506134
-737.2521204
-867.4745922
-1384.0981373999998
-1296.3252149
-1359.9573274
-1161.5416838
-980.6880756999999
